route_id,region,itinerary_names,num_activities,total_distance_m,total_duration_sec,total_walk_distance_m,total_transfers,walk_ratio
483,서울 중구,덕수궁 -> 덕수궁돌담길 -> 숭례문,3,3545,1062,0,3,0.0
484,서울 중구,덕수궁 -> 덕수궁돌담길 -> 명동거리,3,5064,1499,0,4,0.0
485,서울 중구,덕수궁 -> 덕수궁돌담길 -> 신당동떡볶이타운,3,7129,1742,0,7,0.0
486,서울 중구,덕수궁 -> 덕수궁돌담길 -> 정동전망대,3,1640,466,0,1,0.0
487,서울 중구,덕수궁 -> 덕수궁돌담길 -> 남대문갈치조림골목,3,4101,1253,0,7,0.0
488,서울 중구,덕수궁 -> 덕수궁돌담길 -> 남산둘레길,3,4747,1256,0,5,0.0
489,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 숭례문,4,8362,2134,0,14,0.0
490,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 명동거리,4,8652,2237,0,16,0.0
491,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 덕수궁돌담길,4,9253,2324,0,14,0.0
492,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 신당동떡볶이타운,4,11539,2657,0,20,0.0
493,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 정동전망대,4,9263,2327,0,14,0.0
494,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 남대문갈치조림골목,4,7635,1978,0,16,0.0
495,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 남산둘레길,4,7901,1956,0,15,0.0
496,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 청계천한빛광장,4,9027,2322,0,15,0.0
497,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 백범광장,4,7593,1909,0,15,0.0
498,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 덕수궁 대한문,4,9177,2311,0,14,0.0
499,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 서울한양도성 남산구간 3코스,4,11447,2360,0,15,0.0
500,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 남산팔각정,4,11447,2360,0,15,0.0
501,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 남대문칼국수골목,4,7557,1970,0,15,0.0
502,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 덕수궁 석조전대한제국역사관,4,9595,2423,0,14,0.0
503,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 서울한양도성 흥인지문구간,4,10965,2614,0,19,0.0
504,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 장충동족발거리,4,11821,2509,0,17,0.0
505,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 광희문,4,10738,2504,0,17,0.0
506,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 을지로노가리골목,4,9734,2475,0,18,0.0
507,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 몽골타운,4,10638,2554,0,20,0.0
508,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 세실마루,4,9007,2277,0,14,0.0
509,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 환구단 황궁우,4,8234,2137,0,14,0.0
510,서울 중구,덕수궁 -> 남산골한옥마을 -> 남산케이블카 -> 덕수궁 중명전,4,9627,2432,0,15,0.0
511,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 남산케이블카,4,9173,2217,0,11,0.0
512,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 명동거리,4,8336,2047,0,10,0.0
513,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 덕수궁돌담길,4,8913,2135,0,9,0.0
514,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 신당동떡볶이타운,4,11223,2460,0,14,0.0
515,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 정동전망대,4,8923,2137,0,9,0.0
516,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 남대문갈치조림골목,4,7696,1937,0,12,0.0
517,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 남산둘레길,4,8582,2013,0,11,0.0
518,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 청계천한빛광장,4,8711,2125,0,9,0.0
519,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 백범광장,4,8274,1965,0,11,0.0
520,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 덕수궁 대한문,4,8837,2120,0,9,0.0
521,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 서울한양도성 남산구간 3코스,4,11414,2402,0,13,0.0
522,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 남산팔각정,4,11414,2402,0,13,0.0
523,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 남대문칼국수골목,4,7618,1928,0,11,0.0
524,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 덕수궁 석조전대한제국역사관,4,9255,2232,0,9,0.0
525,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 서울한양도성 흥인지문구간,4,10649,2415,0,13,0.0
526,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 장충동족발거리,4,10988,2426,0,11,0.0
527,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 광희문,4,10422,2307,0,11,0.0
528,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 을지로노가리골목,4,9418,2278,0,12,0.0
529,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 몽골타운,4,10322,2358,0,14,0.0
530,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 세실마루,4,8667,2088,0,9,0.0
531,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 환구단 황궁우,4,7894,1955,0,9,0.0
532,서울 중구,덕수궁 -> 남산골한옥마을 -> 숭례문 -> 덕수궁 중명전,4,9287,2243,0,10,0.0
533,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 남산케이블카,4,7516,1917,0,13,0.0
534,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 숭례문,4,7418,1856,0,10,0.0
535,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 덕수궁돌담길,4,7366,1885,0,12,0.0
536,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 신당동떡볶이타운,4,9161,2071,0,15,0.0
537,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 정동전망대,4,7376,1888,0,12,0.0
538,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 남대문갈치조림골목,4,6704,1724,0,12,0.0
539,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 남산둘레길,4,8860,2114,0,13,0.0
540,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 청계천한빛광장,4,7173,1841,0,11,0.0
541,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 백범광장,4,8552,2067,0,13,0.0
542,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 덕수궁 대한문,4,7290,1871,0,12,0.0
543,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 서울한양도성 남산구간 3코스,4,9998,2181,0,12,0.0
544,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 남산팔각정,4,9998,2181,0,12,0.0
545,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 남대문칼국수골목,4,6602,1673,0,11,0.0
546,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 덕수궁 석조전대한제국역사관,4,7708,1983,0,12,0.0
547,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 서울한양도성 흥인지문구간,4,8448,1941,0,12,0.0
548,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 장충동족발거리,4,9572,2203,0,10,0.0
549,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 광희문,4,9006,2084,0,10,0.0
550,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 을지로노가리골목,4,6958,1840,0,14,0.0
551,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 몽골타운,4,8447,1914,0,14,0.0
552,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 세실마루,4,8151,2096,0,13,0.0
553,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 환구단 황궁우,4,6532,1688,0,10,0.0
554,서울 중구,덕수궁 -> 남산골한옥마을 -> 명동거리 -> 덕수궁 중명전,4,7740,1993,0,13,0.0
555,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 남산케이블카,4,10912,3035,0,14,0.0
556,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 숭례문,4,8842,2439,0,12,0.0
557,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 명동거리,4,10361,2877,0,13,0.0
558,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 신당동떡볶이타운,4,12426,3122,0,16,0.0
559,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 정동전망대,4,6937,1843,0,10,0.0
560,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 남대문갈치조림골목,4,9398,2631,0,16,0.0
561,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 남산둘레길,4,10044,2633,0,14,0.0
562,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 청계천한빛광장,4,9407,2555,0,12,0.0
563,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 백범광장,4,9736,2586,0,14,0.0
564,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 덕수궁 대한문,4,8541,2301,0,11,0.0
565,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 서울한양도성 남산구간 3코스,4,12740,3166,0,13,0.0
566,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 남산팔각정,4,12740,3166,0,13,0.0
567,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 남대문칼국수골목,4,10112,2730,0,15,0.0
568,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 덕수궁 석조전대한제국역사관,4,7269,1938,0,10,0.0
569,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 서울한양도성 흥인지문구간,4,11713,2990,0,13,0.0
570,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 장충동족발거리,4,12321,3083,0,11,0.0
571,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 광희문,4,11704,3067,0,13,0.0
572,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 을지로노가리골목,4,10114,2710,0,15,0.0
573,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 몽골타운,4,11740,2949,0,13,0.0
574,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 세실마루,4,8371,2269,0,11,0.0
575,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 환구단 황궁우,4,9472,2541,0,13,0.0
576,서울 중구,덕수궁 -> 남산골한옥마을 -> 덕수궁돌담길 -> 덕수궁 중명전,4,7301,1947,0,10,0.0
577,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 남산케이블카,4,10626,2624,0,21,0.0
578,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 숭례문,4,11607,2720,0,18,0.0
579,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 명동거리,4,10079,2393,0,18,0.0
580,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 덕수궁돌담길,4,10829,2428,0,18,0.0
581,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 정동전망대,4,10839,2430,0,18,0.0
582,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 남대문갈치조림골목,4,10893,2587,0,20,0.0
583,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 남산둘레길,4,12316,2543,0,15,0.0
584,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 청계천한빛광장,4,10596,2362,0,19,0.0
585,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 백범광장,4,12590,2568,0,14,0.0
586,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 덕수궁 대한문,4,10753,2412,0,18,0.0
587,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 서울한양도성 남산구간 3코스,4,9579,2146,0,17,0.0
588,서울 중구,덕수궁 -> 남산골한옥마을 -> 신당동떡볶이타운 -> 남산팔각정,4,9579,2146,0,17,0.0
